,text,labels
12551,"cistern, meters, long, wide, contains. Numbers: 12, 4, 1, 25. What is it?",otro
920,the l . c . m of two numbers is 2310 and their h . c . f is 30 . if one number is 462 the other is,otro
2017,"in a dance competition the points in each round for the first , second , third and fourth position were 10050 , 2010 . no other points were given . ashita participated in several rounds in the competition and the product of her score was 50000 . in how many rounds did she participate ?",otro
1349,A student mixes a spoonful of sand into a beaker of water. Which two methods can be used to separate the sand from the water? (A) filtration and evaporation (B) settling and chromatography (C) chromatography and filtration (D) settling and magnetic attraction,otro
16920,the sum of 4 consecutive numbers is 102 . the greatest among these 3 number is :,otro
291,Scientists theorize that the original atmosphere of Earth was stripped away by the solar wind shortly after the formation of the planet. The Jovian planets are far enough from the Sun that the solar wind has less of an impact. Studies of the Jovian planets suggest the early atmosphere of Earth was mainly composed of which two gases? (A) oxygen and argon (B) hydrogen and helium (C) carbon dioxide and nitrogen (D) sulfur dioxide and water vapor,otro
4468,a train 250 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 150 m long ?,otro
6489,at 6 ′ o a clock ticks 6 times . the time between first and last ticks is 20 seconds . how long does it tick at 12 ′ o clock,otro
12525,"the amounts of time that three secretaries worked on a special project are in the ratio of 2 to 3 to 5 . if they worked a combined total of 110 hours , how many hours did the secretary who worked the longest spend on the project ?",otro
2119,A topographic map is primarily used to determine the (A) number of continents in the world. (B) location of major cities in the country. (C) elevation of an area. (D) rainfall of desert regions.,otro
19392,"boys, piece, work, days, will. Numbers: 12, 16, 5, 13, 24. What is it?",otro
22047,a train running at the speed of 60 km / hr crosses a pole in 27 seconds . what is the length of the train ?,otro
10447,a train passes a station platform in 36 sec and a man standing on the platform in 23 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,otro
4904,a train 150 m long is running with a speed of 68 kmph . in what time will it pass a man who is running at 8 kmph in the same direction in which the train is going ?,otro
33559,two pipes a and b can fill a cistern in 12 and 15 minutes respectively . both are opened together but after 4 minutes a is turned off . after how much more time will the cistern be filled ?,otro
1259,Which are replenished more quickly than they are used? (A) energy resources (B) material resources (C) renewable resources (D) nonrenewable resources,otro
1880,A group of citizens want to have a statue built out of marble. They want to place it in a climate that has a slow rate of chemical weathering. In which type of climate would. Then answer it somehow from the given data.,otro
2102,Robots are used to help manufacture cars. One problem with this is (A) less waste. (B) lower cost. (C) fewer jobs. (D) more mistakes.,otro
1252,Which option seems to be statement about plant and animal cells is true (A) Both have a cell wall to give them support. (B) Both have a large vacuole to store water. (C) Both use mitochondria to produce energy. (D) Both use chloroplasts to store energy. ?,otro
29887,"In this situation: a boat goes 100 km downstream in 4 hours , and 75 km upstream in 15 hours .. With 100, 4, 75, 15, what should be calculated?",otro
19581,"the ratio of the first and second class fares between two stations is 3 : 1 and that of the number of passengers travelling between the two stations by the first and the second class is 1 : 50 . if in a day , rs . 1 , 325 are collected from the passengers travelling between the two stations , then the amount collected from the second class from the second class passengers is",otro
1616,Which of the following tools would be most useful in determining the length and width of a school cafeteria? (A) scale (B) centimeter ruler (C) tape measure (D) thermometer,otro
2291,"As humans grow, their bodies change. Which of these statements explains how humans grow? (A) Cells form a cell wall. (B) Cells increase in size. (C) Cells undergo cell division. (D) Cells merge to become larger.",otro
19825,how many cubes of 10 cm edge can be put in a cubical box of 1 m edge .,otro
1621,Which of the following is a benefit of using radiation as a medical treatment? (A) It kills cancer cells. (B) It produces healthy cells. (C) It improves immune system function. (D) It prevents many forms of illness in patients.,otro
14341,"a train of length l is traveling at a constant velocity and passes a pole in t seconds . if the same train travelling at the same velocity passes a platform in 3.5 t seconds , then what is the length of the platform ?",otro
20654,"a plot abcd is as shown in figure , where af = 30 m , ce = 40 m , ed = 50 m , ae = 120 m . find the area of the plot abcd ?",otro
12721,"a can do a piece of work in 20 days , and b can do it in 15 days . how long will they take if both work together ?",otro
1783,Which of these best describes wind energy? (A) limited (B) renewable (C) damaging (D) inexpensive,otro
33966,a goods train runs at the speed of 72 km / hr and crosses a 210 m long platform in 26 sec . what is the length of the goods train ?,otro
34870,"a copy machine , working at a constant rate , makes 30 copies per minute . a second copy machine , working at a constant rate , makes 55 copies per minute . working together at their respective rates , how many copies do the two machines make in half an hour ?",otro
20820,rahul can do a work in 3 days while rajesh can do the same work in 2 days . both of them finish the work together and get $ 2250 . what is the share of rahul ?,otro
1481,there are 7 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,otro
27227,"Read this situation and answer: a fill pipe can fill 1 / 4 of cistern in 16 minutes in how many, approximately, minutes, it can fill 3 / 4 of the cistern ?",otro
