,pregunta,skill,level,claridad,signature
1358,"In this situation: If one round costs $80, how many rounds of golf can you play with $400?. With one, 80, 400, what should be calculated?",division,ELEMENTARY,0.50,mathematics
245,"There is a problem about they, decided, hold, party, their; 12, 14, 6; not sure which part is needed, find the answer.",addition,ELEMENTARY,0.25,mathematics
1232,"Based on the story, Using the information given, The central nervous system consists of two parts the brain and the (A) senses. (B) organs. (C) muscles. (D) spinal cord.",otro,ELEMENTARY,0.75,science
1040,"About student, dissolves, spoonful, sugar, glass: A student dissolves a spoonful of sugar in a glass of water and makes a / solute. / solvent. / solution. / suspension.. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
465,"Using 46, 43 and the thing about campers, went, rowing, morning, some, choose or calculate the answer.",subtraction,ELEMENTARY,0.25,mathematics
225,"Marcus and his friends are starting a recycling project to help the school raise some money for charity . They were tasked to collect different materials and create useful things from those . If Marcus was able to gather 25 milk bottles, and John was able to gather 20 milk bottles, how many, approximately, milk bottles do they have available for recycling?",addition,ELEMENTARY,0.75,mathematics
14266,"one woman and one man can build a wall together in three hours , but the woman would need the help of two girls in order to complete the same job in the same amount of time . if one man and one girl worked together , it would take them. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
884,"lunch, waiter, customers, them, didn't. Numbers: 7, 5, 3. What is it?",algebra,ELEMENTARY,0.25,mathematics
18796,"Read this situation and answer: tom and linda stand at point a . linda begins to walk in a straight line away from tom at a constant rate of 4 miles per hour . one hour later, tom begins to jog in a straight line in the exact opposite direction at a constant rate of 9 miles per hour . if both tom and linda travel indefinitely, what is, more or less, the positive difference, in minutes, between the amount of time it takes tom to cover half of the distance that linda has covered and the amount of time it takes tom to cover twice the distance that linda has covered ?",otro,OTRO,0.75,physics
477,"About danny, collects, bottle, caps, threw: Danny collects bottle caps. He threw away 54 of the old ones at the park while he found 48 bottle caps new ones. Now he has 52. Find the result from the information, although some parts are not explicit.",subtraction,ELEMENTARY,0.50,mathematics
7803,"in how many seconds will a train 100 meters long pass an oak tree , if the speed of the tr ... with 100, 36. The question is missing some details, answer it.",otro,OTRO,0.25,physics
35440,"a goods train runs at a speed of 72 kmph and crosses a 280 m long platform in 26 seconds . what is, more or less, the length of the goods train ?",otro,OTRO,0.75,physics
182,"In this situation: the length of the rectangular field is double its width .. With 8, 1 / 98, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
6372,"There is a problem about find, thing, trapezium, whose, parallel; 20, 18, 14; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
744,"Based on the story, What is, more or less, the smallest part of a gold ring that is still gold? (A) an atom (B) an electron (C) a molecule (D) a compound",otro,MIDDLE,0.75,science
3889,"two trains each 180 m in length are running on the same parallel lines in opposite directions. There are numbers like two, 180, 80. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
841,"Using 2, 4, 12 and the thing about circular, cylinder, leaked, formula, speed, choose or calculate the answer.",geometry,ELEMENTARY,0.25,mathematics
1438,If you were to travel by metro the fare for the first kilometer is different from the rate per kilometer for the remaining distance . The total fare for a distance of 20 km is $37 .70 and that for a distance of 26 km is $48 .50 . Try to find the auto fare for the first kilometer and for each successive kilometer .,algebra,MIDDLE,0.75,mathematics
1504,"Kevin can mow a square lawn that is 30 meters of each side in 45 minutes. If he works at the same rate, how. Then answer it somehow from the given data.",multiplication,ELEMENTARY,0.50,mathematics
113,"mikey, leaves, some, blew, away. Numbers: 356, 112. What is it?",subtraction,ELEMENTARY,0.25,mathematics
4376,"Read this situation and answer: bruce and anne can clean their house in 4 hours working together at their respective constant rates . if anne ’ s speed were doubled, they could clean their house in 3 hours working at their respective rates . how many, approximately, d hours does it currently take anne to clean the house on her own ?",otro,OTRO,0.75,physics
1319,"About edward, spent, books, pens, money: Edward spent $ 6 to buy books and $ 16 to buy pens. Now he has $ 19. How much did Edward have before he spent his money?. Find the result from the information, although some parts are not explicit.",challenge,ELEMENTARY,0.50,mathematics
466,"Evaluate 0/(-4)*(-4)/(-12). ... with 0, 4, 12. The question is missing some details, answer it.",algebra,ELEMENTARY,0.25,mathematics
27301,"Using the information given, speed of a boat in standing water is 8 kmph and speed of the stream is 0.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?",otro,OTRO,0.75,physics
1045,Ice cubes are an example of which form of water? / Gas / Liquid / Solid / Natural. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
37605,"There is a problem about snail, climbing, feet, high, wall; 42, 4, 2; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
149,"Based on the story, Using the information given, According to Newton's first law of motion, what counteracts gravity to keep a satellite in orbit? (A) inertia (B) energy (C) friction (D) magnetism",otro,MIDDLE,0.75,science
11401,"two cars are driving toward each other . the first car is traveling at a speed of 75 km / h , which is 25 % slower than the second car. There are numbers like two, 75, 25, 1050. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
24507,"Using 13 / 48 and the thing about convert, kilometers, hour, choose or calculate the answer.",otro,OTRO,0.25,physics
16210,"Using the information given, a cistern can be filled by a tap in 3 hours while it can be emptied by another tap in 6 hours . if both the taps are opened simultaneously, then after how much time will the cistern get filled ?",otro,OTRO,0.75,physics
21268,"machine a takes 20 hours to complete a certain job and starts that job at 6 am . after four hour of working alone , machine a is joined by machine b and together. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
1610,"thing, between, length, breadth, rectangle. Numbers: 10, 206. What is it?",geometry,ELEMENTARY,0.25,mathematics
3753,"Read this situation and answer: a goods train runs at the speed of 72 km / hr and crosses a 270 m long platform in 26 sec . what is, more or less, the length of the goods train ?",otro,OTRO,0.75,physics
13446,"About train, traveling, meets, accident, proceeds: a train after traveling for 50 km meets with an accident and then proceeds at 3 / 4 of its former speed and arrives at its destination 35 minutes late . had. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
31,"Mrs. ... with 1, 2. The question is missing some details, answer it.",addition,ELEMENTARY,0.25,mathematics
741,"Haley and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Haley recycled 11 pounds and her friends recycled 16 pounds, how many, approximately, points did they earn ?",algebra,ELEMENTARY,0.75,mathematics
8580,"In this situation: a boat running up stram takes 5 hours to cover a certain distance , while it takes 8 hours to cover the same distance running down stream .. With 5, 8, what should be calculated?",otro,OTRO,0.50,physics
1003,"There is a problem about ramon, works, supermarket, boxes, choco; 26, 15, 22; not sure which part is needed, find the answer.",time,ELEMENTARY,0.25,mathematics
28167,"Based on the story, Using the information given, a cistern 7 m long and 4 m wide contains water up to a depth of 1 m 25 cm . the total area of the wet surface is",otro,OTRO,0.75,physics
834,"A magician was selling magic card decks for 9 dollars each. If he started with 12 decks and by the end of the day he had 7 left, how much money did he earn?. There are numbers like 9, 12, 7. Use them and decide the answer, but the exact operation is not clearly stated.",algebra,ELEMENTARY,0.50,mathematics
